"biogeographic_region","Year","Reporter Name","Dollars"
"C.America",1995,"Europe & Central Asia",14920373.5658026
"Carribbean",1995,"Europe & Central Asia",4664238.65443207
"Eurasian.Palearctic",1995,"Europe & Central Asia",2524329785.00843
"Iberia.N.Africa",1995,"Europe & Central Asia",200670707.067963
"Middle.East",1995,"Europe & Central Asia",45186644.2792051
"N.Pacific",1995,"Europe & Central Asia",192482678.428396
"S.Cone.Pacific",1995,"Europe & Central Asia",91409872.8758899
"SE.Asia",1995,"Europe & Central Asia",106650432.293165
"Subsaharan.Africa",1995,"Europe & Central Asia",41355200.7323262
"North America",1995,"Europe & Central Asia",321407913.540458
"Amazonia",1996,"Europe & Central Asia",45110011.668313
"Arabia.Sahara",1996,"Europe & Central Asia",54415499.8858276
"C.America",1996,"Europe & Central Asia",14638036.132748
"Carribbean",1996,"Europe & Central Asia",5843796.30404811
"Eurasian.Palearctic",1996,"Europe & Central Asia",2639212196.38432
"Iberia.N.Africa",1996,"Europe & Central Asia",213398966.06709
"Middle.East",1996,"Europe & Central Asia",59247707.3273606
"N.Pacific",1996,"Europe & Central Asia",184777848.812873
"S.Cone.Pacific",1996,"Europe & Central Asia",98933775.9775474
"SE.Asia",1996,"Europe & Central Asia",118421343.215742
"Subsaharan.Africa",1996,"Europe & Central Asia",52007154.4727654
"North America",1996,"Europe & Central Asia",335906184.473687
"Amazonia",1997,"Europe & Central Asia",46945505.3395351
"Arabia.Sahara",1997,"Europe & Central Asia",51994727.0795266
"C.America",1997,"Europe & Central Asia",14483089.2228277
"Carribbean",1997,"Europe & Central Asia",5953431.77141326
"Eurasian.Palearctic",1997,"Europe & Central Asia",2566753329.71469
"Iberia.N.Africa",1997,"Europe & Central Asia",212698302.55093
"Middle.East",1997,"Europe & Central Asia",58647857.3172529
"N.Pacific",1997,"Europe & Central Asia",188327661.772694
"S.Cone.Pacific",1997,"Europe & Central Asia",100406155.20842
"SE.Asia",1997,"Europe & Central Asia",125015530.608171
"Subsaharan.Africa",1997,"Europe & Central Asia",49367816.7463201
"North America",1997,"Europe & Central Asia",361254477.014667
"Amazonia",1998,"Europe & Central Asia",45463930.9141306
"Arabia.Sahara",1998,"Europe & Central Asia",37979833.0789275
"C.America",1998,"Europe & Central Asia",15414017.3943841
"Carribbean",1998,"Europe & Central Asia",5325000.72094412
"Eurasian.Palearctic",1998,"Europe & Central Asia",2662773325.24344
"Iberia.N.Africa",1998,"Europe & Central Asia",219211247.604967
"Middle.East",1998,"Europe & Central Asia",51488822.7280791
"N.Pacific",1998,"Europe & Central Asia",203106103.269904
"S.Cone.Pacific",1998,"Europe & Central Asia",101806581.375655
"SE.Asia",1998,"Europe & Central Asia",133212961.749198
"Subsaharan.Africa",1998,"Europe & Central Asia",45578393.03755
"North America",1998,"Europe & Central Asia",372989808.250061
"Amazonia",1999,"Europe & Central Asia",45507350.2020044
"Arabia.Sahara",1999,"Europe & Central Asia",37551897.5481438
"C.America",1999,"Europe & Central Asia",16790508.9492796
"Carribbean",1999,"Europe & Central Asia",5246887.29458058
"Eurasian.Palearctic",1999,"Europe & Central Asia",3008888825.0183
"Iberia.N.Africa",1999,"Europe & Central Asia",224311972.384665
"Middle.East",1999,"Europe & Central Asia",59483559.3324522
"N.Pacific",1999,"Europe & Central Asia",213568138.966306
"S.Cone.Pacific",1999,"Europe & Central Asia",103082411.244388
"SE.Asia",1999,"Europe & Central Asia",150688349.691923
"Subsaharan.Africa",1999,"Europe & Central Asia",49957847.887809
"North America",1999,"Europe & Central Asia",377692420.277534
"Amazonia",2000,"Europe & Central Asia",51031877.0427046
"Arabia.Sahara",2000,"Europe & Central Asia",57203952.6177075
"C.America",2000,"Europe & Central Asia",20051137.4447704
"Carribbean",2000,"Europe & Central Asia",5556616.03393457
"Eurasian.Palearctic",2000,"Europe & Central Asia",3116801928.98858
"Iberia.N.Africa",2000,"Europe & Central Asia",231057700.962444
"Middle.East",2000,"Europe & Central Asia",79293082.9950225
"N.Pacific",2000,"Europe & Central Asia",236397353.107287
"S.Cone.Pacific",2000,"Europe & Central Asia",123064607.019653
"SE.Asia",2000,"Europe & Central Asia",190746645.554275
"Subsaharan.Africa",2000,"Europe & Central Asia",64167314.6174663
"North America",2000,"Europe & Central Asia",430164792.797198
"Amazonia",2001,"Europe & Central Asia",51678280.1683301
"Arabia.Sahara",2001,"Europe & Central Asia",48098142.4515377
"C.America",2001,"Europe & Central Asia",18511267.3433027
"Carribbean",2001,"Europe & Central Asia",5499880.77891223
"Eurasian.Palearctic",2001,"Europe & Central Asia",3006429876.46004
"Iberia.N.Africa",2001,"Europe & Central Asia",220842340.905401
"Middle.East",2001,"Europe & Central Asia",70182007.3106592
"N.Pacific",2001,"Europe & Central Asia",196335542.18663
"S.Cone.Pacific",2001,"Europe & Central Asia",115190902.024347
"SE.Asia",2001,"Europe & Central Asia",196125460.384392
"Subsaharan.Africa",2001,"Europe & Central Asia",68806965.5542639
"North America",2001,"Europe & Central Asia",395439138.948693
"Amazonia",2002,"Europe & Central Asia",52512419.5898144
"Arabia.Sahara",2002,"Europe & Central Asia",41961273.2076606
"C.America",2002,"Europe & Central Asia",18199340.3713026
"Carribbean",2002,"Europe & Central Asia",5457675.80773745
"Eurasian.Palearctic",2002,"Europe & Central Asia",3172023554.7094
"Iberia.N.Africa",2002,"Europe & Central Asia",238183631.437548
"Middle.East",2002,"Europe & Central Asia",68760020.9939768
"N.Pacific",2002,"Europe & Central Asia",192842427.851537
"S.Cone.Pacific",2002,"Europe & Central Asia",117823323.528961
"SE.Asia",2002,"Europe & Central Asia",220263695.950823
"Subsaharan.Africa",2002,"Europe & Central Asia",65547097.9145761
"North America",2002,"Europe & Central Asia",368602831.192976
"Amazonia",2003,"Europe & Central Asia",61022764.2176636
"Arabia.Sahara",2003,"Europe & Central Asia",53649395.6199808
"C.America",2003,"Europe & Central Asia",22391014.7025764
"Carribbean",2003,"Europe & Central Asia",6244286.67837301
"Eurasian.Palearctic",2003,"Europe & Central Asia",3803981516.57862
"Iberia.N.Africa",2003,"Europe & Central Asia",286741847.581611
"Middle.East",2003,"Europe & Central Asia",75401181.4591416
"N.Pacific",2003,"Europe & Central Asia",232109355.633557
"S.Cone.Pacific",2003,"Europe & Central Asia",136984184.587391
"SE.Asia",2003,"Europe & Central Asia",288602533.768404
"Subsaharan.Africa",2003,"Europe & Central Asia",73709900.3535617
"North America",2003,"Europe & Central Asia",381500777.889439
"Amazonia",2004,"Europe & Central Asia",72974286.6089793
"Arabia.Sahara",2004,"Europe & Central Asia",72584788.8899035
"C.America",2004,"Europe & Central Asia",25591026.010203
"Carribbean",2004,"Europe & Central Asia",7615383.01493731
"Eurasian.Palearctic",2004,"Europe & Central Asia",4497228194.0026
"Iberia.N.Africa",2004,"Europe & Central Asia",327572240.751931
"Middle.East",2004,"Europe & Central Asia",95095260.7774107
"N.Pacific",2004,"Europe & Central Asia",279385147.473041
"S.Cone.Pacific",2004,"Europe & Central Asia",154066459.024392
"SE.Asia",2004,"Europe & Central Asia",378847538.774724
"Subsaharan.Africa",2004,"Europe & Central Asia",83243203.6797066
"North America",2004,"Europe & Central Asia",420666959.831885
"Amazonia",2005,"Europe & Central Asia",84991560.2849304
"Arabia.Sahara",2005,"Europe & Central Asia",94508723.6821327
"C.America",2005,"Europe & Central Asia",31038021.8729185
"Carribbean",2005,"Europe & Central Asia",8927112.30544628
"Eurasian.Palearctic",2005,"Europe & Central Asia",4737982261.97232
"Iberia.N.Africa",2005,"Europe & Central Asia",340325012.455589
"Middle.East",2005,"Europe & Central Asia",113343053.943245
"N.Pacific",2005,"Europe & Central Asia",289550692.475272
"S.Cone.Pacific",2005,"Europe & Central Asia",156769997.487702
"SE.Asia",2005,"Europe & Central Asia",456550612.555987
"Subsaharan.Africa",2005,"Europe & Central Asia",96665004.8586049
"North America",2005,"Europe & Central Asia",429796721.98589
"Amazonia",2006,"Europe & Central Asia",102366711.66975
"Arabia.Sahara",2006,"Europe & Central Asia",115503099.360378
"C.America",2006,"Europe & Central Asia",34169936.6742762
"Carribbean",2006,"Europe & Central Asia",12459433.815688
"Eurasian.Palearctic",2006,"Europe & Central Asia",5307222823.02919
"Iberia.N.Africa",2006,"Europe & Central Asia",383053851.038295
"Middle.East",2006,"Europe & Central Asia",141993662.420721
"N.Pacific",2006,"Europe & Central Asia",311515125.158461
"S.Cone.Pacific",2006,"Europe & Central Asia",186115484.31962
"SE.Asia",2006,"Europe & Central Asia",548375475.868386
"Subsaharan.Africa",2006,"Europe & Central Asia",108047964.796849
"North America",2006,"Europe & Central Asia",486083590.19562
"Amazonia",2007,"Europe & Central Asia",125633059.938638
"Arabia.Sahara",2007,"Europe & Central Asia",115761802.82858
"C.America",2007,"Europe & Central Asia",40521518.5128926
"Carribbean",2007,"Europe & Central Asia",9070897.90891486
"Eurasian.Palearctic",2007,"Europe & Central Asia",6204035486.20481
"Iberia.N.Africa",2007,"Europe & Central Asia",424280551.182876
"Middle.East",2007,"Europe & Central Asia",159698336.223942
"N.Pacific",2007,"Europe & Central Asia",344919992.125017
"S.Cone.Pacific",2007,"Europe & Central Asia",210349488.159608
"SE.Asia",2007,"Europe & Central Asia",710839261.056292
"Subsaharan.Africa",2007,"Europe & Central Asia",118756343.94209
"North America",2007,"Europe & Central Asia",556354736.929322
"Amazonia",2008,"Europe & Central Asia",144249723.034135
"Arabia.Sahara",2008,"Europe & Central Asia",149313830.648813
"C.America",2008,"Europe & Central Asia",48411521.2862599
"Carribbean",2008,"Europe & Central Asia",13807099.0947609
"Eurasian.Palearctic",2008,"Europe & Central Asia",6645209614.51409
"Iberia.N.Africa",2008,"Europe & Central Asia",459776038.25646
"Middle.East",2008,"Europe & Central Asia",200498196.712514
"N.Pacific",2008,"Europe & Central Asia",366742798.600467
"S.Cone.Pacific",2008,"Europe & Central Asia",226534875.581288
"SE.Asia",2008,"Europe & Central Asia",812247923.901752
"Subsaharan.Africa",2008,"Europe & Central Asia",152240171.108223
"North America",2008,"Europe & Central Asia",615378290.923715
"Amazonia",2009,"Europe & Central Asia",107276411.5539
"Arabia.Sahara",2009,"Europe & Central Asia",86317817.4334096
"C.America",2009,"Europe & Central Asia",35682531.4621707
"Carribbean",2009,"Europe & Central Asia",8453932.01892864
"Eurasian.Palearctic",2009,"Europe & Central Asia",4954041564.24864
"Iberia.N.Africa",2009,"Europe & Central Asia",346150094.581991
"Middle.East",2009,"Europe & Central Asia",124025651.551482
"N.Pacific",2009,"Europe & Central Asia",259110636.321647
"S.Cone.Pacific",2009,"Europe & Central Asia",174371112.690799
"SE.Asia",2009,"Europe & Central Asia",664106202.944129
"Subsaharan.Africa",2009,"Europe & Central Asia",108705452.715676
"North America",2009,"Europe & Central Asia",496378246.114739
"Amazonia",2010,"Europe & Central Asia",114370253.958099
"Arabia.Sahara",2010,"Europe & Central Asia",105171068.052892
"C.America",2010,"Europe & Central Asia",39979628.6659875
"Carribbean",2010,"Europe & Central Asia",8661235.87650922
"Eurasian.Palearctic",2010,"Europe & Central Asia",5268479486.17709
"Iberia.N.Africa",2010,"Europe & Central Asia",375388737.478179
"Middle.East",2010,"Europe & Central Asia",144087492.641376
"N.Pacific",2010,"Europe & Central Asia",284281654.439983
"S.Cone.Pacific",2010,"Europe & Central Asia",191781377.428742
"SE.Asia",2010,"Europe & Central Asia",806294432.264425
"Subsaharan.Africa",2010,"Europe & Central Asia",110570893.145499
"North America",2010,"Europe & Central Asia",484582321.474413
"Amazonia",2011,"Europe & Central Asia",137993689.932419
"Arabia.Sahara",2011,"Europe & Central Asia",101220843.389852
"C.America",2011,"Europe & Central Asia",48096600.8443833
"Carribbean",2011,"Europe & Central Asia",9637286.47225824
"Eurasian.Palearctic",2011,"Europe & Central Asia",6104833833.43402
"Iberia.N.Africa",2011,"Europe & Central Asia",427051728.586596
"Middle.East",2011,"Europe & Central Asia",190552830.042272
"N.Pacific",2011,"Europe & Central Asia",306016646.764801
"S.Cone.Pacific",2011,"Europe & Central Asia",225996537.426226
"SE.Asia",2011,"Europe & Central Asia",883407796.481733
"Subsaharan.Africa",2011,"Europe & Central Asia",157733919.226681
"North America",2011,"Europe & Central Asia",537005449.913665
"Amazonia",2012,"Europe & Central Asia",134587316.35289
"Arabia.Sahara",2012,"Europe & Central Asia",138045933.435978
"C.America",2012,"Europe & Central Asia",51869350.5537313
"Carribbean",2012,"Europe & Central Asia",7603997.10411122
"Eurasian.Palearctic",2012,"Europe & Central Asia",5631573679.30206
"Iberia.N.Africa",2012,"Europe & Central Asia",396097137.734343
"Middle.East",2012,"Europe & Central Asia",160263777.777543
"N.Pacific",2012,"Europe & Central Asia",270575724.616315
"S.Cone.Pacific",2012,"Europe & Central Asia",199321533.681207
"SE.Asia",2012,"Europe & Central Asia",810923495.434172
"Subsaharan.Africa",2012,"Europe & Central Asia",157880298.983528
"North America",2012,"Europe & Central Asia",535823464.411358
"Amazonia",2013,"Europe & Central Asia",118660005.196457
"Arabia.Sahara",2013,"Europe & Central Asia",118059427.460422
"C.America",2013,"Europe & Central Asia",51302719.5339712
"Carribbean",2013,"Europe & Central Asia",9021681.27737726
"Eurasian.Palearctic",2013,"Europe & Central Asia",5761607228.01082
"Iberia.N.Africa",2013,"Europe & Central Asia",411035436.548517
"Middle.East",2013,"Europe & Central Asia",143219308.473315
"N.Pacific",2013,"Europe & Central Asia",248879800.379233
"S.Cone.Pacific",2013,"Europe & Central Asia",190710215.937443
"SE.Asia",2013,"Europe & Central Asia",812804330.155027
"Subsaharan.Africa",2013,"Europe & Central Asia",149753988.525358
"North America",2013,"Europe & Central Asia",517294326.853023
"Amazonia",2014,"Europe & Central Asia",113435172.223077
"Arabia.Sahara",2014,"Europe & Central Asia",94388031.0508073
"C.America",2014,"Europe & Central Asia",48818633.8327949
"Carribbean",2014,"Europe & Central Asia",7665153.26941106
"Eurasian.Palearctic",2014,"Europe & Central Asia",5669593242.83927
"Iberia.N.Africa",2014,"Europe & Central Asia",408986223.519637
"Middle.East",2014,"Europe & Central Asia",140799559.33819
"N.Pacific",2014,"Europe & Central Asia",243650124.40943
"S.Cone.Pacific",2014,"Europe & Central Asia",191556094.707185
"SE.Asia",2014,"Europe & Central Asia",850939429.125998
"Subsaharan.Africa",2014,"Europe & Central Asia",141232817.986635
"North America",2014,"Europe & Central Asia",514396139.098588
"Amazonia",2015,"Europe & Central Asia",91355183.2648262
"Arabia.Sahara",2015,"Europe & Central Asia",57976800.2749305
"C.America",2015,"Europe & Central Asia",42042087.2285893
"Carribbean",2015,"Europe & Central Asia",6594842.00320137
"Eurasian.Palearctic",2015,"Europe & Central Asia",4733948595.04768
"Iberia.N.Africa",2015,"Europe & Central Asia",348954833.930795
"Middle.East",2015,"Europe & Central Asia",101965845.821825
"N.Pacific",2015,"Europe & Central Asia",207472275.648752
"S.Cone.Pacific",2015,"Europe & Central Asia",173932827.354365
"SE.Asia",2015,"Europe & Central Asia",773862070.344187
"Subsaharan.Africa",2015,"Europe & Central Asia",104977321.7595
"North America",2015,"Europe & Central Asia",473883961.215153
"Amazonia",2016,"Europe & Central Asia",87321126.7689099
"Arabia.Sahara",2016,"Europe & Central Asia",48479017.7055166
"C.America",2016,"Europe & Central Asia",42977700.8822787
"Carribbean",2016,"Europe & Central Asia",5800933.95553997
"Eurasian.Palearctic",2016,"Europe & Central Asia",4701478051.29089
"Iberia.N.Africa",2016,"Europe & Central Asia",349738057.6436
"Middle.East",2016,"Europe & Central Asia",98818690.2130879
"N.Pacific",2016,"Europe & Central Asia",217785286.651744
"S.Cone.Pacific",2016,"Europe & Central Asia",182461461.847867
"SE.Asia",2016,"Europe & Central Asia",783686282.491578
"Subsaharan.Africa",2016,"Europe & Central Asia",92542769.8472831
"North America",2016,"Europe & Central Asia",481716822.65835
"Amazonia",2017,"Europe & Central Asia",90530127.9662666
"Arabia.Sahara",2017,"Europe & Central Asia",65955692.944313
"C.America",2017,"Europe & Central Asia",49605247.9752329
"Carribbean",2017,"Europe & Central Asia",6073805.73396884
"Eurasian.Palearctic",2017,"Europe & Central Asia",5058459653.39831
"Iberia.N.Africa",2017,"Europe & Central Asia",375469467.684717
"Middle.East",2017,"Europe & Central Asia",126634990.543486
"N.Pacific",2017,"Europe & Central Asia",246945889.069181
"S.Cone.Pacific",2017,"Europe & Central Asia",200200040.779394
"SE.Asia",2017,"Europe & Central Asia",840638091.181757
"Subsaharan.Africa",2017,"Europe & Central Asia",95808981.2614274
"North America",2017,"Europe & Central Asia",506904985.156854
"Amazonia",2018,"Europe & Central Asia",94626286.5225584
"Arabia.Sahara",2018,"Europe & Central Asia",87536949.4258821
"C.America",2018,"Europe & Central Asia",51446952.7606003
"Carribbean",2018,"Europe & Central Asia",6937820.46776795
"Eurasian.Palearctic",2018,"Europe & Central Asia",5468931086.77733
"Iberia.N.Africa",2018,"Europe & Central Asia",406403274.502195
"Middle.East",2018,"Europe & Central Asia",135393739.171376
"N.Pacific",2018,"Europe & Central Asia",246835719.477382
"S.Cone.Pacific",2018,"Europe & Central Asia",200724650.993724
"SE.Asia",2018,"Europe & Central Asia",889445527.094209
"Subsaharan.Africa",2018,"Europe & Central Asia",114443331.195349
"North America",2018,"Europe & Central Asia",530015011.310964
"Amazonia",2019,"Europe & Central Asia",83405831.2629061
"Arabia.Sahara",2019,"Europe & Central Asia",79441565.2447253
"C.America",2019,"Europe & Central Asia",51376058.95571
"Carribbean",2019,"Europe & Central Asia",8792344.6204944
"Eurasian.Palearctic",2019,"Europe & Central Asia",5145096178.32382
"Iberia.N.Africa",2019,"Europe & Central Asia",386172051.020821
"Middle.East",2019,"Europe & Central Asia",117282594.083155
"N.Pacific",2019,"Europe & Central Asia",236676719.0783
"S.Cone.Pacific",2019,"Europe & Central Asia",198899612.425309
"SE.Asia",2019,"Europe & Central Asia",888823386.987249
"Subsaharan.Africa",2019,"Europe & Central Asia",112267970.293067
"North America",2019,"Europe & Central Asia",536856446.656529
"Amazonia",2020,"Europe & Central Asia",76408220.5930738
"Arabia.Sahara",2020,"Europe & Central Asia",46034292.8519984
"C.America",2020,"Europe & Central Asia",46877065.2868487
"Carribbean",2020,"Europe & Central Asia",7760800.29478333
"Eurasian.Palearctic",2020,"Europe & Central Asia",4760735412.18174
"Iberia.N.Africa",2020,"Europe & Central Asia",359242742.13948
"Middle.East",2020,"Europe & Central Asia",98548442.9526558
"N.Pacific",2020,"Europe & Central Asia",208917978.563612
"S.Cone.Pacific",2020,"Europe & Central Asia",183993950.775291
"SE.Asia",2020,"Europe & Central Asia",896840662.668765
"Subsaharan.Africa",2020,"Europe & Central Asia",95677031.0046744
"North America",2020,"Europe & Central Asia",475917286.102863
"Amazonia",2021,"Europe & Central Asia",94921037.6555303
"Arabia.Sahara",2021,"Europe & Central Asia",85376967.9393653
"C.America",2021,"Europe & Central Asia",55061962.8850992
"Carribbean",2021,"Europe & Central Asia",8577309.02966125
"Eurasian.Palearctic",2021,"Europe & Central Asia",5690860680.74062
"Iberia.N.Africa",2021,"Europe & Central Asia",430888838.817979
"Middle.East",2021,"Europe & Central Asia",128737421.500502
"N.Pacific",2021,"Europe & Central Asia",243808042.515484
"S.Cone.Pacific",2021,"Europe & Central Asia",208068346.570256
"SE.Asia",2021,"Europe & Central Asia",1084231369.29636
"Subsaharan.Africa",2021,"Europe & Central Asia",115842904.27186
"North America",2021,"Europe & Central Asia",528952889.356935
"Amazonia",2008,"Hawaii",90270.59973976
"Arabia.Sahara",2008,"Hawaii",670928.010531254
"C.America",2008,"Hawaii",36847.816871569
"Carribbean",2008,"Hawaii",13277.496246926
"Eurasian.Palearctic",2008,"Hawaii",416390.822375105
"Iberia.N.Africa",2008,"Hawaii",8551.12739576
"Middle.East",2008,"Hawaii",2670.77399146
"N.Pacific",2008,"Hawaii",645780.01025
"S.Cone.Pacific",2008,"Hawaii",778608.065676377
"SE.Asia",2008,"Hawaii",798705.86641109
"Subsaharan.Africa",2008,"Hawaii",399.608021717
"North America",2008,"Hawaii",100095.1199
"Amazonia",2009,"Hawaii",4106.38630511
"Arabia.Sahara",2009,"Hawaii",419935.5572287
"C.America",2009,"Hawaii",24217.2775105585
"Carribbean",2009,"Hawaii",23182.030986534
"Eurasian.Palearctic",2009,"Hawaii",421669.705693161
"Iberia.N.Africa",2009,"Hawaii",59467.933382
"Middle.East",2009,"Hawaii",1710.872772181
"N.Pacific",2009,"Hawaii",277990.31648
"S.Cone.Pacific",2009,"Hawaii",514675.705350821
"SE.Asia",2009,"Hawaii",506914.802791659
"Subsaharan.Africa",2009,"Hawaii",355.3733697
"North America",2009,"Hawaii",74218.43426
"Amazonia",2010,"Hawaii",8272.600776226
"Arabia.Sahara",2010,"Hawaii",284949.28288752
"C.America",2010,"Hawaii",13274.4944956751
"Carribbean",2010,"Hawaii",5619.0311977422
"Eurasian.Palearctic",2010,"Hawaii",916167.669774328
"Iberia.N.Africa",2010,"Hawaii",46403.12601461
"Middle.East",2010,"Hawaii",1286.48066602
"N.Pacific",2010,"Hawaii",304511.10544
"S.Cone.Pacific",2010,"Hawaii",956734.650424544
"SE.Asia",2010,"Hawaii",461272.7549362
"Subsaharan.Africa",2010,"Hawaii",1055.174551424
"North America",2010,"Hawaii",95964.53571
"Amazonia",2011,"Hawaii",19421.718519317
"Arabia.Sahara",2011,"Hawaii",813541.00224141
"C.America",2011,"Hawaii",15040.7042837481
"Carribbean",2011,"Hawaii",13133.12271935
"Eurasian.Palearctic",2011,"Hawaii",916772.065746775
"Iberia.N.Africa",2011,"Hawaii",6890.41094858
"Middle.East",2011,"Hawaii",1896.357407545
"N.Pacific",2011,"Hawaii",279882.6579
"S.Cone.Pacific",2011,"Hawaii",873443.620701572
"SE.Asia",2011,"Hawaii",695172.7252613
"Subsaharan.Africa",2011,"Hawaii",352311.644657365
"North America",2011,"Hawaii",103314.215
"Amazonia",2012,"Hawaii",68136.273089434
"Arabia.Sahara",2012,"Hawaii",1060814.7611288
"C.America",2012,"Hawaii",12280.850655058
"Carribbean",2012,"Hawaii",10296.9999272095
"Eurasian.Palearctic",2012,"Hawaii",1187823.77416168
"Iberia.N.Africa",2012,"Hawaii",2384.84575236
"Middle.East",2012,"Hawaii",1828.5538693
"N.Pacific",2012,"Hawaii",318799.88297
"S.Cone.Pacific",2012,"Hawaii",717444.706148505
"SE.Asia",2012,"Hawaii",875035.5558068
"Subsaharan.Africa",2012,"Hawaii",290316.725206458
"North America",2012,"Hawaii",106773.9497
"Amazonia",2013,"Hawaii",51538.43271887
"Arabia.Sahara",2013,"Hawaii",333143.75486923
"C.America",2013,"Hawaii",9673.346042063
"Carribbean",2013,"Hawaii",32833.078617543
"Eurasian.Palearctic",2013,"Hawaii",1078153.48381204
"Iberia.N.Africa",2013,"Hawaii",192948.59947848
"Middle.East",2013,"Hawaii",1638.68535293
"N.Pacific",2013,"Hawaii",783442.96993
"S.Cone.Pacific",2013,"Hawaii",969664.448695087
"SE.Asia",2013,"Hawaii",515959.8922388
"Subsaharan.Africa",2013,"Hawaii",182262.878535356
"North America",2013,"Hawaii",107366.5964
"Amazonia",2014,"Hawaii",78423.514302
"Arabia.Sahara",2014,"Hawaii",114.765684827
"C.America",2014,"Hawaii",78311.3105606
"Carribbean",2014,"Hawaii",14179.20770404
"Eurasian.Palearctic",2014,"Hawaii",658064.151596005
"Iberia.N.Africa",2014,"Hawaii",10733.54341266
"Middle.East",2014,"Hawaii",1558.03799202
"N.Pacific",2014,"Hawaii",434323.99437
"S.Cone.Pacific",2014,"Hawaii",1111377.40730689
"SE.Asia",2014,"Hawaii",435906.15581158
"Subsaharan.Africa",2014,"Hawaii",228399.144469521
"North America",2014,"Hawaii",199100.0062
"Amazonia",2015,"Hawaii",54758.034777
"Arabia.Sahara",2015,"Hawaii",13225.54773867
"C.America",2015,"Hawaii",17357.248170876
"Carribbean",2015,"Hawaii",4298.392955564
"Eurasian.Palearctic",2015,"Hawaii",805002.482189286
"Iberia.N.Africa",2015,"Hawaii",9304.53573794
"Middle.East",2015,"Hawaii",2882.6045209182
"N.Pacific",2015,"Hawaii",450460.08148
"S.Cone.Pacific",2015,"Hawaii",837172.10726349
"SE.Asia",2015,"Hawaii",255322.619181095
"Subsaharan.Africa",2015,"Hawaii",89008.6398139113
"North America",2015,"Hawaii",207690.6052
"Amazonia",2016,"Hawaii",11158.740563
"Arabia.Sahara",2016,"Hawaii",113867.482336406
"C.America",2016,"Hawaii",13433.0819021388
