region_id,code,name,island,OBJIDsic,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_ISO,country
1,ABW,Aruba,1,508,ARU-OO,Aruba,ARU,81,8,Southern America,ABW,Aruba
2,AGO,Angola,0,509,ANG-OO,Angola,ANG,26,2,Africa,AGO,Angola
3,AIA,Anguilla,1,510,LEE-AG,Anguilla,LEE,81,8,Southern America,AIA,Anguilla
4,ALB,Albania,0,511,ALB-OO,Albania,ALB,13,1,Europe,ALB,Albania
5,ARG.BA,Buenos Aires,0,512,AGE-BA,Buenos Aires,AGE,85,8,Southern America,ARG,Argentina
6,ARG.CA,Catamarca,0,513,AGW-CA,Catamarca,AGW,85,8,Southern America,ARG,Argentina
7,ARG.CHA,Chaco,0,514,AGE-CH,Chaco,AGE,85,8,Southern America,ARG,Argentina
8,ARG.CHU,Chubut,0,515,AGS-CB,Chubut,AGS,85,8,Southern America,ARG,Argentina
9,ARG.CO,Córdoba,0,516,AGE-CD,C¢rdoba,AGE,85,8,Southern America,ARG,Argentina
10,ARG.COR,Corrientes,0,517,AGE-CN,Corrientes,AGE,85,8,Southern America,ARG,Argentina
11,ARG.DF,Ciudad de Buenos Aires,0,518,AGE-DF,Argentina Distrito Federal,AGE,85,8,Southern America,ARG,Argentina
12,ARG.ER,Entre Ríos,0,519,AGE-ER,Entre R¡os,AGE,85,8,Southern America,ARG,Argentina
13,ARG.FO,Formosa,0,520,AGE-FO,Formosa,AGE,85,8,Southern America,ARG,Argentina
14,ARG.JU,Jujuy,0,521,AGW-JU,Jujuy,AGW,85,8,Southern America,ARG,Argentina
15,ARG.LP,La Pampa,0,522,AGE-LP,La Pampa,AGE,85,8,Southern America,ARG,Argentina
16,ARG.LR,La Rioja,0,523,AGW-LR,La Rioja,AGW,85,8,Southern America,ARG,Argentina
17,ARG.ME,Mendoza,0,524,AGW-ME,Mendoza,AGW,85,8,Southern America,ARG,Argentina
18,ARG.MI,Misiones,0,525,AGE-MI,Misiones,AGE,85,8,Southern America,ARG,Argentina
19,ARG.NE,Neuquén,0,526,AGS-NE,Neuqu‚n,AGS,85,8,Southern America,ARG,Argentina
20,ARG.RN,Río Negro,0,527,AGS-RN,Rio Negro,AGS,85,8,Southern America,ARG,Argentina
21,ARG.SA,Salta,0,528,AGW-SA,Salta,AGW,85,8,Southern America,ARG,Argentina
22,ARG.SC,Santa Cruz,0,529,AGS-SC,Santa Cruz,AGS,85,8,Southern America,ARG,Argentina
23,ARG.SE,Santiago del Estero,0,530,AGW-SE,Santiago del Estero,AGW,85,8,Southern America,ARG,Argentina
24,ARG.SF,Santa Fe,0,531,AGE-SF,Santa F‚,AGE,85,8,Southern America,ARG,Argentina
25,ARG.SJ,San Juan,0,532,AGW-SJ,San Juan,AGW,85,8,Southern America,ARG,Argentina
26,ARG.SL,San Luis,0,533,AGW-SL,San Luis,AGW,85,8,Southern America,ARG,Argentina
27,ARG.TF,Tierra del Fuego,1,534,AGS-TF,Tierra del Fuego (Argentina),AGS,85,8,Southern America,ARG,Argentina
28,ARG.TU,Tucumán,0,535,AGW-TU,Tucuman,AGW,85,8,Southern America,ARG,Argentina
29,ASM.AUU,Aunuu,1,536,SAM-AS,American Samoa,SAM,60,6,Pacific,ASM,American Samoa
30,ASM.OFU,Ofu,1,537,SAM-AS,American Samoa,SAM,60,6,Pacific,ASM,American Samoa
31,ASM.OLO,Olosega,1,538,SAM-AS,American Samoa,SAM,60,6,Pacific,ASM,American Samoa
32,ASM.SWA,Swains,1,539,TOK-SW,Swains I.,TOK,60,6,Pacific,ASM,American Samoa
33,ASM.TAU,Tau,1,540,SAM-AS,American Samoa,SAM,60,6,Pacific,ASM,American Samoa
34,ASM.TUA,Tutuila,1,541,SAM-AS,American Samoa,SAM,60,6,Pacific,ASM,American Samoa
35,ATA,Antarctica,0,542,ANT-OO,Antarctica,ANT,91,9,Antarctic,ATA,Antarctica
36,ATG.AN,Antigua,1,543,LEE-AB,Antigua-Barbuda,LEE,81,8,Southern America,ATG,Antigua and Barbuda
37,ATG.BA,Barbuda,1,544,LEE-AB,Antigua-Barbuda,LEE,81,8,Southern America,ATG,Antigua and Barbuda
38,AUS.AI,"Alexander Island (Australia, not Antarctica)",1,545,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
39,AUS.AR,Ashmore Reef,1,546,WAU-AC,Ashmore-Cartier Is.,WAU,50,5,Australasia,AUS,Australia
40,AUS.BI,Beacon Island,1,547,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
41,AUS.CSIT,Coral Sea Islands Territory,1,548,QLD-CS,Coral Sea Is. Territory,QLD,50,5,Australasia,AUS,Australia
42,AUS.EWI,East Wallabi Island,1,549,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
43,AUS.GI,Gilbert Island,1,550,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
44,AUS.GUI,Gun Island,1,551,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
45,AUS.HI,Helms Island,1,552,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
46,AUS.HUI,Hummock Island,1,553,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
47,AUS.LEI,Leo Island,1,554,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
48,AUS.LI,"Long Island, Houtman Abrolhos",1,555,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
49,AUS.LRI,Little Rat Island,1,556,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
50,AUS.MI,Morley Island,1,557,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
51,AUS.MII,Middle Island,1,558,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
52,AUS.MUI,Murray Island,1,559,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
53,AUS.NEI,Newman Island,1,560,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
54,AUS.NI,"North Island, Houtman Abrolhos",1,561,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
55,AUS.NSW.CC,Central Coast,0,562,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
56,AUS.NSW.CT,Central Tablelands,0,563,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
57,AUS.NSW.CWS,Central Western Slopes,0,320,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
58,AUS.NSW.LHI,Lord Howe Island,1,564,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
59,AUS.NSW.NC,North Coast,0,565,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
60,AUS.NSW.NFWP,North Far Western Plains,0,566,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
61,AUS.NSW.NT,Northern Tablelands,0,567,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
62,AUS.NSW.NWP,North Western Plains,0,568,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
63,AUS.NSW.NWS,North Western Slopes,0,569,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
64,AUS.NSW.SC,South Coast,0,570,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
65,AUS.NSW.SFWP,South Far Western Plains,0,571,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
66,AUS.NSW.ST,Southern Tablelands,0,572,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
67,AUS.NSW.SWP,South Western Plains,0,573,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
68,AUS.NSW.SWS,South Western Slopes,0,574,NSW-NS,New South Wales,NSW,50,5,Australasia,AUS,Australia
69,AUS.NT,Northern Territory,0,575,NTA-OO,Northern Territory,NTA,50,5,Australasia,AUS,Australia
70,AUS.PEI,Pelsaert Island,1,576,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
71,AUS.PI,Pigeon Island,1,577,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
72,AUS.QNS.BK,Burke,0,578,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
73,AUS.QNS.BN,Burnett,0,579,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
74,AUS.QNS.CO,Cook,0,580,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
75,AUS.QNS.DD,Darling Downs,0,581,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
76,AUS.QNS.GN,Gregory North,0,582,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
77,AUS.QNS.GS,Gregory South,0,583,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
78,AUS.QNS.LE,Leichhardt,0,584,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
79,AUS.QNS.MA,Maranoa,0,585,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
80,AUS.QNS.MI,Mitchell,0,586,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
81,AUS.QNS.MO,Moreton,0,587,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
82,AUS.QNS.NK,North Kennedy,0,588,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
83,AUS.QNS.PC,Port Curtis,0,589,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
84,AUS.QNS.SK,South Kennedy,0,590,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
85,AUS.QNS.WA,Warrego,0,591,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
86,AUS.QNS.WB,Wide Bay,0,592,QLD-QU,Queensland,QLD,50,5,Australasia,AUS,Australia
87,AUS.RI,Rat Island,1,593,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
88,AUS.SA.EA,Eastern,0,594,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
89,AUS.SA.EP,Eyre Peninsula,0,595,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
90,AUS.SA.FR,Flinders Ranges,0,596,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
91,AUS.SA.GT,Gairdner-Torrens,0,597,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
92,AUS.SA.KI,Kangaroo Island,1,598,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
93,AUS.SA.LE,Lake Eyre,0,599,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
94,AUS.SA.MU,Murray,0,600,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
95,AUS.SA.NL,Northern Lofty,0,601,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
96,AUS.SA.NU,Nullarbor,0,602,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
97,AUS.SA.NW,North-Western,0,603,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
98,AUS.SA.SE,South-Eastern,0,604,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
99,AUS.SA.SL,Southern Lofty,0,605,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
100,AUS.SA.YP,Yorke Peninsula,0,606,SOA-OO,South Australia,SOA,50,5,Australasia,AUS,Australia
101,AUS.SEI,Serventy Island,1,607,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
102,AUS.SI,Seagull Island,1,608,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
103,AUS.SUI,Suomi Island,1,609,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
104,AUS.TAS,Tasmania,1,610,TAS-OO,Tasmania,TAS,50,5,Australasia,AUS,Australia
105,AUS.TAS.MI,Macquarie Island,1,611,TAS-OO,Tasmania,TAS,50,5,Australasia,AUS,Australia
106,AUS.UMI,Uncle Margie Island,1,612,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
107,AUS.VIC,Australia Victoria,0,484,VIC-OO,Victoria,VIC,50,5,Australasia,AUS,Australia
108,AUS.WA.AW,Avon Wheatbelt,0,613,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
109,AUS.WA.CAR,Carnarvon,0,614,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
110,AUS.WA.CK,Central Kimberley,0,615,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
111,AUS.WA.COO,Coolgardie,0,616,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
112,AUS.WA.CR,Central Ranges,0,617,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
113,AUS.WA.DL,Dampierland,0,618,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
114,AUS.WA.ESP,Esperance Plains,0,619,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
115,AUS.WA.GAS,Gascoyne,0,620,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
116,AUS.WA.GD,Gibson Desert,0,621,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
117,AUS.WA.GSD,Great Sandy Desert,0,622,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
118,AUS.WA.GSP,Geraldton Sandplains,0,623,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
119,AUS.WA.GVD,Great Victoria Desert,0,624,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
120,AUS.WA.HAM,Hampton,0,625,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
121,AUS.WA.JF,Jarrah Forest,0,626,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
122,AUS.WA.LSD,Little Sandy Desert,0,627,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
123,AUS.WA.MAL,Mallee,0,628,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
124,AUS.WA.MUR,Murchison,0,629,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
125,AUS.WA.NK,Northern Kimberley,0,630,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
126,AUS.WA.NUL,Nullarbor,0,631,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
127,AUS.WA.OVP,Ord Victoria Plain,0,632,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
128,AUS.WA.PIL,Pilbara,0,633,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
129,AUS.WA.SWA,Swan Coastal Plain,0,634,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
130,AUS.WA.TAN,Tanami,0,635,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
131,AUS.WA.VB,Victoria Bonaparte,0,636,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
132,AUS.WA.WAR,Warren,0,637,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
133,AUS.WA.YAL,Yalgoo,0,638,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
134,AUS.WHI,White Island,1,639,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
135,AUS.WI,Wooded Island,1,640,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
136,AUS.WWI,West Wallabi Island,1,641,WAU-WA,Western Australia,WAU,50,5,Australasia,AUS,Australia
138,BDI,Burundi,0,643,BUR-OO,Burundi,BUR,23,2,Africa,BDI,Burundi
139,BEL,Belgium,0,644,BGM-BE,Belgium,BGM,11,1,Europe,BEL,Belgium
140,BEN,Benin,0,645,BEN-OO,Benin,BEN,22,2,Africa,BEN,Benin
141,BES.BON,Bonaire,1,646,NLA-BO,Bonaire,NLA,81,8,Southern America,ANT,Netherlands Antilles
142,BES.EUS,Sint Eustatius,1,647,LEE-NL,Netherlands Leeward Is.,LEE,81,8,Southern America,ANT,Netherlands Antilles
143,BES.SAB,Saba,1,648,LEE-NL,Netherlands Leeward Is.,LEE,81,8,Southern America,ANT,Netherlands Antilles
144,BFA,Burkina Faso,0,649,BKN-OO,Burkina,BKN,22,2,Africa,BFA,Burkina Faso
145,BGR,Bulgaria,0,650,BUL-OO,Bulgaria,BUL,13,1,Europe,BGR,Bulgaria
146,BHS,Bahamas,1,651,BAH-OO,Bahamas,BAH,81,8,Southern America,BHS,Bahamas (the)
147,BLM,Saint Barthelemy,1,652,LEE-SM,St.Martin-St.Barth‚l‚my,LEE,81,8,Southern America,GLP,Guadeloupe
148,BLR,Belarus,0,653,BLR-OO,Belarus,BLR,14,1,Europe,BLR,Belarus
149,BLZ,Belize,0,506,BLZ-OO,Belize,BLZ,80,8,Southern America,BLZ,Belize
150,BMU,Bermuda,1,661,BER-OO,Bermuda,BER,81,8,Southern America,BMU,Bermuda
151,BOL,Bolivia,0,662,BOL-OO,Bolivia,BOL,83,8,Southern America,BOL,Bolivia (Plurinational State of)
152,BRA.AC,Acre,0,663,BZN-AC,Acre,BZN,84,8,Southern America,BRA,Brazil
153,BRA.AL,Alagoas,0,664,BZE-AL,Alagoas,BZE,84,8,Southern America,BRA,Brazil
154,BRA.AM,Amazonas,0,665,BZN-AM,Amazonas,BZN,84,8,Southern America,BRA,Brazil
155,BRA.AP,Amapá,0,666,BZN-AP,Amap ,BZN,84,8,Southern America,BRA,Brazil
156,BRA.BA,Bahia,0,667,BZE-BA,Bahia,BZE,84,8,Southern America,BRA,Brazil
157,BRA.CE,Ceará,0,668,BZE-CE,Cear ,BZE,84,8,Southern America,BRA,Brazil
158,BRA.DF,Distrito Federal,0,669,BZC-DF,Brazilia Distrito Federal,BZC,84,8,Southern America,BRA,Brazil
159,BRA.ES,Espírito Santo,0,670,BZL-ES,Espirito Santo,BZL,84,8,Southern America,BRA,Brazil
160,BRA.ES.TMZ,Trindade and Martin Vaz,1,671,BZL-ES,Espirito Santo,BZL,84,8,Southern America,BRA,Brazil
161,BRA.GO,Goiás,0,672,BZC-GO,Goi s,BZC,84,8,Southern America,BRA,Brazil
162,BRA.MA,Maranhão,0,673,BZE-MA,Maranhao,BZE,84,8,Southern America,BRA,Brazil
163,BRA.MG,Minas Gerais,0,674,BZL-MG,Minas Gerais,BZL,84,8,Southern America,BRA,Brazil
164,BRA.MS,Mato Grosso do Sul,0,675,BZC-MS,Mato Grosso do Sul,BZC,84,8,Southern America,BRA,Brazil
165,BRA.MT,Mato Grosso,0,676,BZC-MT,Mato Grosso,BZC,84,8,Southern America,BRA,Brazil
166,BRA.PA,Pará,0,677,BZN-PA,Par ,BZN,84,8,Southern America,BRA,Brazil
167,BRA.PB,Paraíba,0,678,BZE-PB,Para¡ba,BZE,84,8,Southern America,BRA,Brazil
168,BRA.PE,Pernambuco,0,679,BZE-PE,Pernambuco,BZE,84,8,Southern America,BRA,Brazil
169,BRA.PI,Piauí,0,680,BZE-PI,Piau¡,BZE,84,8,Southern America,BRA,Brazil
170,BRA.PR,Paraná,0,681,BZS-PR,Paran ,BZS,84,8,Southern America,BRA,Brazil
171,BRA.RJ,Rio de Janeiro,0,682,BZL-RJ,Rio de Janeiro,BZL,84,8,Southern America,BRA,Brazil
172,BRA.RN,Rio Grande do Norte,0,683,BZE-RN,Rio Grande do Norte,BZE,84,8,Southern America,BRA,Brazil
173,BRA.RO,Rondônia,0,684,BZN-RO,Rond“nia,BZN,84,8,Southern America,BRA,Brazil
174,BRA.RR,Roraima,0,685,BZN-RM,Roraima,BZN,84,8,Southern America,BRA,Brazil
175,BRA.RS,Rio Grande do Sul,0,686,BZS-RS,Rio Grande do Sul,BZS,84,8,Southern America,BRA,Brazil
176,BRA.SC,Santa Catarina,0,687,BZS-SC,Santa Catarina,BZS,84,8,Southern America,BRA,Brazil
177,BRA.SE,Sergipe,0,688,BZE-SE,Sergipe,BZE,84,8,Southern America,BRA,Brazil
178,BRA.SP,São Paulo,0,689,BZL-SP,S?o Paulo,BZL,84,8,Southern America,BRA,Brazil
179,BRA.TO,Tocantins,0,690,BZN-TO,Tocantins,BZN,84,8,Southern America,BRA,Brazil
180,BRB,Barbados,1,691,WIN-BA,Barbados,WIN,81,8,Southern America,BRB,Barbados
181,BWA,Botswana,0,692,BOT-OO,Botswana,BOT,27,2,Africa,BWA,Botswana
182,CAF,Central African Republic,0,693,CAF-OO,Central African Republic,CAF,23,2,Africa,CAF,Central African Republic (the)
183,CAN.AB,Alberta,0,694,ABT-OO,Alberta,ABT,71,7,Northern America,CAN,Canada
184,CAN.BC,British Columbia,0,695,BRC-OO,British Columbia,BRC,71,7,Northern America,CAN,Canada
185,CAN.LB,Labrador,0,696,LAB-OO,Labrador,LAB,72,7,Northern America,CAN,Canada
186,CAN.MB,Manitoba,0,697,MAN-OO,Manitoba,MAN,71,7,Northern America,CAN,Canada
187,CAN.NB,New Brunswick,0,698,NBR-OO,New Brunswick,NBR,72,7,Northern America,CAN,Canada
188,CAN.NF,Newfoundland,1,699,NFL-NE,Newfoundland,NFL,72,7,Northern America,CAN,Canada
189,CAN.NS,Nova Scotia,0,700,NSC-OO,Nova Scotia,NSC,72,7,Northern America,CAN,Canada
190,CAN.NT,Northwest Territories,0,701,NWT-OO,Northwest Territories,NWT,70,7,Northern America,CAN,Canada
191,CAN.NU,Nunavut,0,702,NUN-OO,Nunavut,NUN,70,7,Northern America,CAN,Canada
192,CAN.ON,Ontario,0,703,ONT-OO,Ontario,ONT,72,7,Northern America,CAN,Canada
193,CAN.PE,Prince Edward Island,1,704,PEI-OO,Prince Edward I.,PEI,72,7,Northern America,CAN,Canada
194,CAN.QU,Québec,0,705,QUE-OO,Qu‚bec,QUE,72,7,Northern America,CAN,Canada
195,CAN.SI,Sable Island,1,706,NSC-OO,Nova Scotia,NSC,72,7,Northern America,CAN,Canada
196,CAN.SK,Saskatchewan,0,707,SAS-OO,Saskatchewan,SAS,71,7,Northern America,CAN,Canada
197,CAN.YT,Yukon,0,708,YUK-OO,Yukon,YUK,70,7,Northern America,CAN,Canada
198,CCK.MA,Cocos (Keeling) Main Atoll,1,91,CKI-OO,Cocos (Keeling) Is.,CKI,42,4,Asia-Tropical,CCK,Cocos (Keeling) Islands (the)
199,CCK.NKI,Cocos (Keeling) North Keeling Island,1,709,CKI-OO,Cocos (Keeling) Is.,CKI,42,4,Asia-Tropical,CCK,Cocos (Keeling) Islands (the)
200,CHE,Switzerland,0,710,SWI-OO,Switzerland,SWI,11,1,Europe,CHE,Switzerland
201,CHL.AC,Antártica Chilena,0,17,CLS-MG,Magellanes,CLS,85,8,Southern America,CHL,Chile
202,CHL.AI,Aisén,0,712,CLS-AI,Ais‚n,CLS,85,8,Southern America,CHL,Chile
203,CHL.AN,Antofagasta,0,19,CLN-AN,Antofagasta,CLN,85,8,Southern America,CHL,Chile
204,CHL.AR,Arica,0,714,CLN-TA,Tarapaca,CLN,85,8,Southern America,CHL,Chile
205,CHL.ASI,"Alejandro Selkirk Island, Juan Fernadez Islands",1,715,JNF-OO,Juan Fern ndez Is.,JNF,85,8,Southern America,CHL,Chile
206,CHL.AU,Arauco,0,716,CLC-BI,Biob¡o,CLC,85,8,Southern America,CHL,Chile
207,CHL.BI,Biobío,0,717,CLC-BI,Biob¡o,CLC,85,8,Southern America,CHL,Chile
208,CHL.CA,Cachapoal,0,718,CLC-OH,O'Higgins,CLC,85,8,Southern America,CHL,Chile
209,CHL.CB,Chacabuco,0,83,CLC-SA,Santiago,CLC,85,8,Southern America,CHL,Chile
210,CHL.CC,Cardenal Caro,0,720,CLC-OH,O'Higgins,CLC,85,8,Southern America,CHL,Chile
211,CHL.CD,Cordillera,0,721,CLC-SA,Santiago,CLC,85,8,Southern America,CHL,Chile
212,CHL.CE,Chiloé,0,722,CLS-LL,Los Lagos,CLS,85,8,Southern America,CHL,Chile
213,CHL.CH,Choapa,0,723,CLC-CO,Coquimbo,CLC,85,8,Southern America,CHL,Chile
214,CHL.CI,Coihaique,0,724,CLS-AI,Ais‚n,CLS,85,8,Southern America,CHL,Chile
215,CHL.CL,Colchagua,0,725,CLC-OH,O'Higgins,CLC,85,8,Southern America,CHL,Chile
216,CHL.CN,Concepción,0,726,CLC-BI,Biob¡o,CLC,85,8,Southern America,CHL,Chile
217,CHL.CO,Copiapó,0,727,CLN-AT,Atacama,CLN,85,8,Southern America,CHL,Chile
218,CHL.CP,Capitán Prat,0,728,CLS-AI,Ais‚n,CLS,85,8,Southern America,CHL,Chile
219,CHL.CQ,Cauquenes,0,729,CLC-MA,Maule,CLC,85,8,Southern America,CHL,Chile
