region_id,code,name,island,OBJIDsic,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_ISO,country
921,PNG,Papua New Guinea,1,353,000-34,Papua New Guinea,29,43,4,Asia-Tropical,PNG,Papua New Guinea
922,BGD,Bangladesh,0,40,BAN-OO,Bangladesh,BAN,40,4,Asia-Tropical,BGD,Bangladesh
923,MEX.BCN,Baja California Norte,0,955,MXN-BC,Baja California,MXN,79,7,Northern America,MEX,Mexico
924,MEX.BCS,Baja California Sur,0,956,MXN-BS,Baja California Sur,MXN,79,7,Northern America,MEX,Mexico
925,FRA.REU,Reunion,1,243,REU-OO,R‚union,REU,29,2,Africa,REU,R‚union
971,ECU.GAL.ESP,Española,1,130,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
972,ECU.GAL.FER,Fernandina,1,138,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
973,ECU.GAL.FLO,Floreana,1,145,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
974,ECU.GAL.GEN,Genovesa,1,158,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
975,ECU.GAL.ISA,Isabela,1,202,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
977,ECU.GAL.PNT,Pinta,1,361,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
978,ECU.GAL.PNZ,Pinzón,1,362,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
979,ECU.GAL.CRI,San Cristóbal,1,386,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
980,ECU.GAL.CRU,Santa Cruz,1,396,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
981,ECU.GAL.SFE,Santa Fé,1,397,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
982,ECU.GAL.SAN,Santiago,1,403,GAL-OO,Gal pagos,GAL,83,8,Southern America,ECU,Ecuador
984,PRT.AZO.MAR,Santa Maria,1,399,AZO-OO,A‡“res,AZO,21,2,Africa,PRT,Portugal
985,PRT.AZO.MIG,São Miguel,1,406,AZO-OO,A‡“res,AZO,21,2,Africa,PRT,Portugal
986,PRT.AZO.TER,Terceira,1,453,AZO-OO,A‡“res,AZO,21,2,Africa,PRT,Portugal
987,PRT.AZO.GRA,Graciosa,1,160,AZO-OO,A‡“res,AZO,21,2,Africa,PRT,Portugal
988,PRT.AZO.JOR,São Jorge,1,405,AZO-OO,A‡“res,AZO,21,2,Africa,PRT,Portugal
989,PRT.AZO.PIC,Pico,1,359,AZO-OO,A‡“res,AZO,21,2,Africa,PRT,Portugal
990,PRT.AZO.FAI,Faial,1,132,AZO-OO,A‡“res,AZO,21,2,Africa,PRT,Portugal
991,PRT.AZO.FLO,Flores,1,146,AZO-OO,A‡“res,AZO,21,2,Africa,PRT,Portugal
992,PRT.AZO.COR,Corvo,1,102,AZO-OO,A‡“res,AZO,21,2,Africa,PRT,Portugal
993,ESH,Western Sahara,0,495,WSA-OO,Western Sahara,WSA,20,2,Africa,ESH,Western Sahara*
994,GAM,Gambia,0,154,GAM-OO,"Gambia, The",GAM,22,2,Africa,GMB,Gambia (the)
999,FRA.MAY,Mayotte,1,1389,COM-MA,Mayotte,COM,29,2,Africa,MYT,Mayotte
1001,MDV,Maldives,1,1400,MDV-OO,Maldives,MDV,40,4,Asia-Tropical,MDV,Maldives
1111,COL.AMA,"Department of Amazonas, Colombia",0,1402,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1112,COL.ANT,"Department of Antioquia, Colombia",0,1412,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1113,COL.ARA,"Department of Arauca, Colombia",0,1432,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1114,COL.ATL,"Department of Atlántico, Colombia",0,1499,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1115,COL.BOL,"Department of Bolívar, Colombia",0,1431,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1116,COL.BOY,"Department of Boyacá, Colombia",0,1440,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1117,COL.CAL,"Department of Caldas, Colombia",0,1486,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1118,COL.CAQ,"Department of Caquetá, Colombia",0,1405,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1119,COL.CAS,"Department of Casanare, Colombia",0,1418,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1120,COL.CAU,"Department of Cauca, Colombia",0,1430,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1121,COL.CES,"Department of Cesar, Colombia",0,1441,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1122,COL.CHO,"Department of Chocó, Colombia",0,1416,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1123,COL.COR,"Department of Córdoba, Colombia",0,1434,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1124,COL.CUN,"Department of Cundinamarca, Colombia",0,1435,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1125,COL.GUA,"Department of Guainía, Colombia",0,1409,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1126,COL.GUV,"Department of Guaviare, Colombia",0,1413,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1127,COL.HUI,"Department of Huila, Colombia",0,1450,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1128,COL.GUJ,"Department of La Guajira, Colombia",0,1448,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1129,COL.MAG,"Department of Magdalena, Colombia",0,1445,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1130,COL.MET,"Department of Meta, Colombia",0,1406,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1131,COL.NAR,"Department of Nariño, Colombia",0,1427,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1132,COL.NOR,"Department of Norte de Santander, Colombia",0,1442,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1133,COL.PUT,"Department of Putumayo, Colombia",0,1437,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1134,COL.QUI,"Department of Quindío, Colombia",0,1507,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1135,COL.RIS,"Department of Risaralda, Colombia",0,1500,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1136,COL.SPS,"Department of San Andrés, Providencia y Santa Catalina, Colombia",1,1509,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1137,COL.SAN,"Department of Santander, Colombia",0,1428,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1138,COL.SUC,"Department of Sucre, Colombia",0,1474,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1139,COL.TOL,"Department of Tolima, Colombia",0,1439,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1140,COL.VAL,"Department of Valle del Cauca, Colombia",0,1444,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1141,COL.VAU,"Department of Vaupés, Colombia",0,1414,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1142,COL.VIC,"Department of Vichada, Colombia",0,1404,CLM-OO,Colombia,CLM,83,8,Southern America,COL,Colombia
1143,ECU.AZU,"Department of Azuay, Ecuador",0,1485,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1144,ECU.BOL,"Department of Bolívar, Ecuador",0,1501,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1145,ECU.CAN,"Department of Cañar, Ecuador",0,1505,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1146,ECU.CAR,"Department of Carchi, Ecuador",0,1503,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1147,ECU.CHI,"Department of Chimborazo, Ecuador",0,1488,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1148,ECU.COT,"Department of Cotopaxi, Ecuador",0,1490,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1149,ECU.ORO,"Department of El.Oro, Ecuador",0,1491,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1150,ECU.ESM,"Department of Esmeraldas, Ecuador",0,1460,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1151,ECU.GUA,"Department of Guayas, Ecuador",0,1451,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1152,ECU.IMB,"Department of Imbabura, Ecuador",0,1497,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1153,ECU.LOJ,"Department of Loja, Ecuador",0,1472,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1154,ECU.RIO,"Department of Los.Ríos, Ecuador",0,1487,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1155,ECU.MAN,"Department of Manabí, Ecuador",0,1452,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1156,ECU.MOR,"Department of Morona.Santiago, Ecuador",0,1436,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1157,ECU.NAP,"Department of Napo, Ecuador",0,1425,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1158,ECU.PAS,"Department of Pastaza, Ecuador",0,1429,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1159,ECU.PIC,"Department of Pichincha, Ecuador",0,1464,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1160,ECU.SUC,"Department of Sucumbíos, Ecuador",0,1454,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1161,ECU.TUN,"Department of Tungurahua, Ecuador",0,1504,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1162,ECU.ZAM,"Department of Zamora.Chinchipe, Ecuador",0,1476,ECU-OO,Ecuador,ECU,83,8,Southern America,ECU,Ecuador
1163,PRY.ALT,"Department of Alto Paraná, Paraguay",0,1463,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1164,PRY.AMA,"Department of Amambay, Paraguay",0,1468,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1165,PRY.CAG,"Department of Caaguazú, Paraguay",0,1467,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1166,PRY.CAZ,"Department of Caazapá, Paraguay",0,1479,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1167,PRY.CAN,"Department of Canindeyú, Paraguay",0,1461,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1168,PRY.CEN,"Department of Central, Paraguay",0,1506,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1169,PRY.CON,"Department of Conceptión, Paraguay",0,1453,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1170,PRY.COR,"Department of Cordillera, Paraguay",0,1496,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1171,PRY.GUA,"Department of Guairá, Paraguay",0,1502,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1174,PRY.NEE,"Department of Ñeembucú, Paraguay",0,1471,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1175,PRY.PAR,"Department of Paraguarí, Paraguay",0,1484,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1176,PRY.SAN,"Department of San Pedro, Paraguay",0,1449,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1202,URY.CAN,"Department of Canelones, Uruguay",0,1495,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1203,URY.CER,"Department of Cerro Largo, Uruguay",0,1466,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1204,URY.COL,"Department of Colonia, Uruguay",0,1489,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1205,URY.DUR,"Department of Durazno, Uruguay",0,1469,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1207,URY.FLA,"Department of Florida, Uruguay",0,1475,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1208,URY.LAV,"Department of Lavelleja, Uruguay",0,1470,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1209,URY.MAL,"Department of Maldonado, Uruguay",0,1494,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1210,URY.MON,"Department of Montevideo, Uruguay",0,1508,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1211,URY.PAY,"Department of Paysandú, Uruguay",0,1465,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1212,URY.RIO,"Department of Río Negro, Uruguay",0,1483,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1213,URY.RIV,"Department of Rivera, Uruguay",0,1477,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1214,URY.ROC,"Department of Rocha, Uruguay",0,1473,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1216,URY.SAN,"Department of San José, Uruguay",0,1492,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1217,URY.SOR,"Department of Soriano, Uruguay",0,1482,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1219,URY.TAC,"Department of Tacuarembó, Uruguay",0,1459,URU-OO,Uruguay,URU,85,8,Southern America,URY,Uruguay
1220,CHL.RTA,"Región de Tarapacá and Arica and Parinacota, Chile",0,451,CLN-TA,Tarapaca,CLN,85,8,Southern America,CHL,Chile
1221,CHL.RAN,"Región de Antofagasta, Chile",0,713,CLN-AN,Antofagasta,CLN,85,8,Southern America,CHL,Chile
1222,CHL.RAT,"Región de Atacama, Chile",0,34,CLN-AT,Atacama,CLN,85,8,Southern America,CHL,Chile
1223,CHL.RCO,"Región de Coquimbo, Chile",0,100,CLC-CO,Coquimbo,CLC,85,8,Southern America,CHL,Chile
1224,CHL.RVA,"Región de Valparaíso, Chile",0,480,CLC-VA,Valpara¡so,CLC,85,8,Southern America,CHL,Chile
1225,CHL.RLI,"Región del Libertador General Bernardo O'Higgins, Chile",0,254,CLC-OH,O'Higgins,CLC,85,8,Southern America,CHL,Chile
1226,CHL.RMU,"Región del Maule, Chile",0,278,CLC-MA,Maule,CLC,85,8,Southern America,CHL,Chile
1227,CHL.RBI,"Región del Bío Bío, Chile",0,44,CLC-BI,Biob¡o,CLC,85,8,Southern America,CHL,Chile
1228,CHL.RAR,"Región de La Araucanía, Chile",0,1510,CLC-LA,La Araucania,CLC,85,8,Southern America,CHL,Chile
1229,CHL.RLL,"Región de Los Lagos, Chile",0,261,CLS-LL,Los Lagos,CLS,85,8,Southern America,CHL,Chile
1230,CHL.RAI,"Región Aisén del General Carlos Ibáñez del Campo, Chile",0,36,CLS-AI,Ais‚n,CLS,85,8,Southern America,CHL,Chile
1231,CHL.RMG,"Región de Magallanes y de la Antártica Chilena, Chile",0,265,CLS-MG,Magellanes,CLS,85,8,Southern America,CHL,Chile
1232,CHL.RSA,"Región Metropolitana de Santiago, Chile",0,401,CLC-SA,Santiago,CLC,85,8,Southern America,CHL,Chile
1233,MUS.RO,Rodrigues (Mauritius),1,373,ROD-OO,Rodrigues,ROD,29,2,Africa,MUS,Mauritius
1234,CHL.JNF,Juan Fernandez Islands,1,211,JNF-OO,Juan Fern ndez Is.,JNF,85,8,Southern America,CHL,Chile
1235,VEN.BOL,"State of Bolívar, Venezuela",0,1511,VEN-OO,Venezuela,VEN,82,8,Southern America,VEN,Venezuela (Bolivarian Republic of)
1236,VEN.AMZ,"State of Amazonas, Venezuela",0,1512,VEN-OO,Venezuela,VEN,82,8,Southern America,VEN,Venezuela (Bolivarian Republic of)
1237,VEN.AMC,"State of Delta Amacuro, Venezuela",0,1513,VEN-OO,Venezuela,VEN,82,8,Southern America,VEN,Venezuela (Bolivarian Republic of)
1238,BOL.SCR,"Region de Santa Cruz, Bolivia",0,1514,BOL-OO,Bolivia,BOL,83,8,Southern America,BOL,Bolivia (Plurinational State of)
1239,BOL.BEN,"Region del Beni, Bolivia",0,1515,BOL-OO,Bolivia,BOL,83,8,Southern America,BOL,Bolivia (Plurinational State of)
1240,BOL.LPA,"Region de La Paz, Bolivia",0,1516,BOL-OO,Bolivia,BOL,83,8,Southern America,BOL,Bolivia (Plurinational State of)
1241,BOL.POT,"Region de Potosí, Bolivia",0,1517,BOL-OO,Bolivia,BOL,83,8,Southern America,BOL,Bolivia (Plurinational State of)
1242,BOL.PAN,"Region de Pando, Bolivia",0,1518,BOL-OO,Bolivia,BOL,83,8,Southern America,BOL,Bolivia (Plurinational State of)
1243,BOL.COC,"Region de Cochabamba, Bolivia",0,1519,BOL-OO,Bolivia,BOL,83,8,Southern America,BOL,Bolivia (Plurinational State of)
1244,BOL.ORU,"Region de Oruro, Bolivia",0,1520,BOL-OO,Bolivia,BOL,83,8,Southern America,BOL,Bolivia (Plurinational State of)
1245,BOL.CHU,"Region de Chuquisaca, Bolivia",0,1521,BOL-OO,Bolivia,BOL,83,8,Southern America,BOL,Bolivia (Plurinational State of)
1246,BOL.TAR,"Region de Tarija, Bolivia",0,1522,BOL-OO,Bolivia,BOL,83,8,Southern America,BOL,Bolivia (Plurinational State of)
1247,RUS.UL,"Ulyanovsk Oblast, Russian Federation",0,1523,RUC-OO,Central European Russia,RUC,14,1,Europe,RUS,Russian Federation (the)
1248,PRY.BOQ,"Boquerón, Paraguay",0,1524,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1249,PRY.ALP,"Alto Paraguay, Paraguay",0,1525,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1250,PRY.HAY,"Presidente Hayes, Paraguay",0,1526,PAR-OO,Paraguay,PAR,85,8,Southern America,PRY,Paraguay
1252,CHL.EAS,"Easter Island, Chile",1,124,EAS-OO,Easter Is.,EAS,61,6,Pacific,CHL,Chile
1256,NZL.NOI,New Zealand North Island,1,1528,NZN-OO,New Zealand North,NZN,51,5,Australasia,NZL,New Zealand
1257,NZL.SOI,New Zealand South Island (without Stewart Island etc.),1,1529,NZS-OO,New Zealand South,NZS,51,5,Australasia,NZL,New Zealand
1258,NZL.STI,New Zealand Stewart Island,1,1530,NZS-OO,New Zealand South,NZS,51,5,Australasia,NZL,New Zealand
1259,TJK.KUR,Kuram,0,1531,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1260,TJK.MOG,Mogoltausian,0,1532,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1261,TJK.PRI,Prisyrdarian,0,1533,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1262,TJK.TUA,Turkestanian A,0,1534,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1263,TJK.TUB,Turkestanian B,0,1535,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1264,TJK.ZEA,Zeravshanian A,0,1536,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1265,TJK.ZEB,Zeravshanian B,0,1537,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1266,TJK.ZEC,Zeravshanian C,0,1538,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1267,TJK.HDA,Hissaro-Darvasian A,0,1539,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1268,TJK.HDB,Hissaro-Darvasian B,0,1540,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1269,TJK.HDC,Hissaro-Darvasian C,0,1541,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1270,TJK.HDD,Hissaro-Darvasian D,0,1542,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1271,TJK.HDE,Hissaro-Darvasian E,0,1543,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1272,TJK.HDF,Hissaro-Darvasian F,0,1544,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1273,TJK.STA,South Tajikistanian A,0,1545,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1274,TJK.STB,South Tajikistanian B,0,1546,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1275,TJK.STC,South Tajikistanian C,0,1547,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1276,TJK.STD,South Tajikistanian D,0,1548,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1277,TJK.ETA,Eastern Tajikistanian A,0,1549,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1278,TJK.ETB,Eastern Tajikistanian B,0,1550,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1279,TJK.ETC,Eastern Tajikistanian C,0,1551,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1280,TJK.WPA,Western Pamirian A,0,1552,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1281,TJK.WPB,Western Pamirian B,0,1553,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1282,TJK.WPC,Western Pamirian C,0,1554,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1283,TJK.EPA,Eastern Pamirian,0,1555,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1284,TJK.ALA,Alayan,0,1556,TZK-OO,Tadzhikistan,TZK,32,3,Asia-Temperate,TJK,Tajikistan
1285,DEU.BW,"Baden-Württemberg, Germany",0,1557,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1286,DEU.BY,"Bayern, Germany",0,1558,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1287,DEU.BE,"Berlin, Germany",0,1559,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1288,DEU.BB,"Brandenburg, Germany",0,1560,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1289,DEU.HB,"Bremen, Germany",0,1561,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1290,DEU.HH,"Hamburg, Germany",0,1562,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1291,DEU.HE,"Hessen, Germany",0,1563,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1292,DEU.MV,"Mecklenburg-Vorpommern, Germany",0,1564,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1293,DEU.NI,"Niedersachsen, Germany",0,1565,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1294,DEU.NW,"Nordrhein-Westfalen, Germany",0,1566,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1295,DEU.RP,"Rheinland-Pfalz, Germany",0,1567,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1296,DEU.SL,"Saarland, Germany",0,1568,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1297,DEU.ST,"Sachsen-Anhalt, Germany",0,1569,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1298,DEU.SN,"Sachsen, Germany",0,1570,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1299,DEU.SH,"Schleswig-Holstein, Germany",0,1571,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1300,DEU.TH,"Thüringen, Germany",0,1572,GER-OO,Germany,GER,11,1,Europe,DEU,Germany
1301,USA.VI.STT,St. Thomas (Virgin Islands),1,435,LEE-VI,Virgin Is.,LEE,81,8,Southern America,VIR,Virgin Islands (U.S.)
1302,USA.VI.STJ,St. John (Virgin Islands),1,433,LEE-VI,Virgin Is.,LEE,81,8,Southern America,VIR,Virgin Islands (U.S.)
1303,USA.VI.STC,St. Croix (Virgin Islands),1,431,LEE-VI,Virgin Is.,LEE,81,8,Southern America,VIR,Virgin Islands (U.S.)
530,PER,Peru,0,1068,PER-OO,Peru,PER,83,8,Southern America,PER,Peru
